indicator,type,"last_seen","first_seen",sensor,"ut_domain"
"http://bestony.club/poll/3c6a70b4-cd3c-454e-be28-dd373dab98a6",URL,"1610077459.536179","1610077459.536179",1,"bestony.club"
"http://bestony.club/poll/3e25a5f6-7bb2-478d-ba45-8736d330dca2",URL,"1610485382.967875","1610485382.967875",1,"bestony.club"
"http://bestony.club/poll/44061f21-d0ad-4026-8585-9576033ac124",URL,"1609907559.004504","1609907559.004504",1,"bestony.club"
"http://bestony.club/poll/52982a29-4f75-4e73-b25e-ec1273aec705",URL,"1609885096.620166","1609885096.620166",1,"bestony.club"
"http://bestony.club/poll/54e6034c-cd8f-4300-a1f5-3d7ad3b5fa65",URL,"1609885306.440516","1609885306.440516",1,"bestony.club"
"http://bestony.club/poll/6507c7c3-f2e4-4b77-b721-1d08dcdd668e",URL,"1609225537.820251","1609225537.820251",1,"bestony.club"
"http://bestony.club/poll/65d8dfdc-dac7-4114-8b51-43ecc2f614c6",URL,"1609740571.994244","1609740571.994244",1,"bestony.club"
"http://bestony.club/poll/66b8ad3d-693a-4fe7-a4dc-14b9e172894d",URL,"1609818604.674437","1609818604.674437",1,"bestony.club"
"http://bestony.club/poll/6725fba9-a2cb-47fd-8954-7a755570ad7c",URL,"1610103157.109185","1610103157.109185",1,"bestony.club"
"http://bestony.club/poll/68149c17-cfbf-4a80-a49f-73ab8749c2e1",URL,"1610069029.250880","1610069029.250880",1,"bestony.club"
"http://bestony.club/poll/693ddef5-a2d6-4ad6-8300-70f0666ff00c",URL,"1610164363.170068","1610164363.170068",1,"bestony.club"
"http://bestony.club/poll/6cdd4306-a0e4-4f25-a289-da1882f72bb4",URL,"1610522749.559853","1610522749.559853",1,"bestony.club"
"http://bestony.club/poll/6fa7c968-cf76-49bb-b1cc-bee20aa28d2c",URL,"1609822133.937596","1609822133.937596",1,"bestony.club"
"http://bestony.club/poll/7ff7797b-9252-4dab-985e-4547975d85c4",URL,"1609317359.528337","1609317359.528337",1,"bestony.club"
"http://bestony.club/poll/80ad8f64-e32d-4a71-8bde-6f16c96a582d",URL,"1610164190.972289","1610164190.972289",1,"bestony.club"
"http://bestony.club/poll/842c701a-046d-4979-99a2-aedbb96459f8",URL,"1610325902.493305","1610325902.493305",1,"bestony.club"
"http://bestony.club/poll/85de6319-6a4d-49e6-9ef8-220daec6fc46",URL,"1609382631.054769","1609382631.054769",1,"bestony.club"
"http://bestony.club/poll/88272df8-2923-491e-ab64-4948d7a42475",URL,"1610048929.385331","1610048929.385331",1,"bestony.club"
"http://bestony.club/poll/888d16ca-6064-4edc-87f1-fc52ae5cf3b8",URL,"1610481193.177157","1610481193.177157",1,"bestony.club"
"http://bestony.club/poll/8e1f3ed5-6de7-412c-bf88-ea0cfbdce4f8",URL,"1610553563.592702","1610553563.592702",1,"bestony.club"
"http://bestony.club/poll/9172d3c8-1f27-43ea-9cbc-5540a307571e",URL,"1610494184.689835","1610494184.689835",1,"bestony.club"
"http://bestony.club/poll/995dffc4-f338-46b7-9612-4770e6d6fef8",URL,"1609616460.234702","1609616460.234702",1,"bestony.club"
"http://bestony.club/poll/a243e9b3-7d50-4531-a6b2-4708c282d1d0",URL,"1610344413.772577","1610344413.772577",1,"bestony.club"
"http://bestony.club/poll/a52e4454-0d71-4b1f-acd6-de4ce6df9a59",URL,"1609205146.834736","1609205146.834736",1,"bestony.club"
"http://bestony.club/poll/b6c427a4-b6d1-48f5-b9bc-08808e368a43",URL,"1610599733.434301","1610599733.434301",1,"bestony.club"
"http://bestony.club/poll/b8daaaa8-8cc2-49bf-a845-ada3d5141ea5",URL,"1610007709.888995","1610007709.888995",1,"bestony.club"
"http://bestony.club/poll/c0573bcc-9cad-46ca-a003-a6c4aa9a206c",URL,"1610008381.255981","1610008381.255981",1,"bestony.club"
"http://bestony.club/poll/c57c62de-34c6-40b4-9146-8b69d7b02801",URL,"1610139690.398462","1610139690.398462",1,"bestony.club"
"http://bestony.club/poll/c9979f09-6092-4afd-955e-5ffb8de9e28e",URL,"1610054605.694476","1610054605.694476",1,"bestony.club"
"http://bestony.club/poll/cc87888d-ea2f-49e1-8294-1a8f306921bc",URL,"1609980450.772150","1609980450.772150",1,"bestony.club"
"http://bestony.club/poll/cf2189e6-91c3-4f58-a519-bb60e1279e9d",URL,"1609704976.071496","1609704976.071496",1,"bestony.club"
"http://bestony.club/poll/cfc7a008-923c-4853-831d-cf5202940ac4",URL,"1610405260.326553","1610405260.326553",1,"bestony.club"
"http://bestony.club/poll/d4b9dd2e-4b68-469a-8583-c38eba474df4",URL,"1610064278.108483","1610064278.108483",1,"bestony.club"
"http://bestony.club/poll/d60b9644-6868-4134-8a2c-3461e35f98f9",URL,"1609221519.405217","1609221519.405217",1,"bestony.club"
"http://bestony.club/poll/d6d9f5e1-2915-4faf-8b19-97b3de7ab96b",URL,"1610422631.359791","1610422631.359791",1,"bestony.club"
"http://bestony.club/poll/d6fd4180-8c65-4d6e-a9b0-6ad406163dff",URL,"1609830114.350473","1609830114.350473",1,"bestony.club"
"http://bestony.club/poll/d83cc49b-2631-4048-90d2-9186881af899",URL,"1610556000.039167","1610556000.039167",1,"bestony.club"
"http://bestony.club/poll/da9f17a7-7f66-4357-9906-48ee06d20ad8",URL,"1609876097.797119","1609876097.797119",1,"bestony.club"
"http://bestony.club/poll/dc862dcd-5547-4961-925a-26b534e72ede",URL,"1609242286.874982","1609242286.874982",1,"bestony.club"
"http://bestony.club/poll/e329f60d-d2ff-4f18-a9e0-fa276aa4c062",URL,"1610357396.701982","1610357396.701982",1,"bestony.club"
"http://bestony.club/poll/f3994d00-6d4c-4bb8-9674-036d12922424",URL,"1609932756.304089","1609932756.304089",1,"bestony.club"
"http://bestony.club/poll/f5ec27ab-8507-413b-aa7f-d1d7d369fb56",URL,"1610069191.403933","1610069191.403933",1,"bestony.club"
"http://bestony.club/poll/f8b3b71e-574f-4b9d-beb2-11a0a8ed4afc",URL,"1609720754.646958","1609720754.646958",1,"bestony.club"
"http://bestony.club/poll/fa4ba744-a561-4b6f-9a8a-74b19e173b90",URL,"1609365432.794531","1609365432.794531",1,"bestony.club"
"http://bestony.club/poll/fb48f284-dc08-46dd-9499-508842306473",URL,"1610481018.581727","1610481018.581727",1,"bestony.club"
"http://bestony.club/poll/fc1a6169-5eaa-4742-878c-02c491ab2008",URL,"1609809140.438792","1609809140.438792",1,"bestony.club"
"http://bestony.club/poll/fe7c419c-9d6a-42a0-b3da-f045da2001c0",URL,"1609985796.471503","1609985796.471503",1,"bestony.club"
"http://bestony.club/poll/ff64e6a3-73c0-4989-892b-3a8b5217b597",URL,"1610504720.247495","1610504720.247495",1,"bestony.club"
"http://copac.eu5.org/u.tgz",URL,"1622831373.740372","1622831373.740372",1,"eu5.org"
"http://do-dear.com/bots/drone.tgz",URL,"1661621971.696740","1661621971.696740",1,"do-dear.com"
"http://download.asyncfox.xyz/download/gownojebane.sh",URL,"1686952686.394245","1686952686.394245",1,"asyncfox.xyz"
"http://download.c3pool.com/xmrig_setup/raw/master/setup_c3pool_miner.sh",URL,"1633494785.964584","1633465509.321538",1,"c3pool.com"
"http://download.c3pool.com/xmrig_setup/raw/master/uninstall_c3pool_miner.sh",URL,"1633494785.964584","1633465509.321538",1,"c3pool.com"
"http://download.c3pool.org/xmrig_setup/raw/master/setup_c3pool_miner.sh",URL,"1665047220.354828","1643719148.189580",3,"c3pool.org"
"http://mnoger.cf/fuckjewishpeople.sh",URL,"1688261586.695049","1688260553.163244",1,"mnoger.cf"
"http://myfrance.xyz/poll/012ee6af-9b4e-4d8d-85cb-9cda1ecf4305",URL,"1609197364.973728","1609197364.973728",1,"myfrance.xyz"
"http://myfrance.xyz/poll/0146665a-d287-49e1-a4fc-041de2e63e6f",URL,"1610345489.047082","1610345489.047082",1,"myfrance.xyz"
"http://myfrance.xyz/poll/015bd525-9ebf-4076-bec2-9c862a725d8d",URL,"1609794354.521894","1609794354.521894",1,"myfrance.xyz"
"http://myfrance.xyz/poll/02a9afdf-cc60-400f-9805-ac8872855615",URL,"1610661679.855386","1610661679.855386",1,"myfrance.xyz"
"http://myfrance.xyz/poll/0394b389-d7fa-4fb5-ab19-3350e8678611",URL,"1609458853.670833","1609458853.670833",1,"myfrance.xyz"
"http://myfrance.xyz/poll/0dba443f-3ed9-4ceb-acd9-3f4b65621c38",URL,"1610376962.202680","1610376962.202680",1,"myfrance.xyz"
"http://myfrance.xyz/poll/111d486d-c236-4575-aef9-eb857ed10329",URL,"1609961349.153646","1609961349.153646",1,"myfrance.xyz"
"http://myfrance.xyz/poll/160be3c5-d76b-4e1f-9884-d9fea8ea6400",URL,"1610333213.239310","1610333213.239310",1,"myfrance.xyz"
"http://myfrance.xyz/poll/17df1708-ed73-4cbb-9a82-03b922e15dc7",URL,"1610563605.984974","1610563605.984974",1,"myfrance.xyz"
"http://myfrance.xyz/poll/18197dbc-213d-4a72-9d2f-d789bb9c7427",URL,"1610680108.106738","1610680108.106738",1,"myfrance.xyz"
"http://myfrance.xyz/poll/264bd09c-7876-419e-b94d-6b1fc1b138bd",URL,"1609634309.335199","1609634309.335199",1,"myfrance.xyz"
"http://myfrance.xyz/poll/281ae7c9-0dd5-44b6-b101-398affdb1d63",URL,"1610663227.305362","1610663227.305362",1,"myfrance.xyz"
"http://myfrance.xyz/poll/32102623-7661-4404-adca-adeab4cf0cb7",URL,"1609904018.410228","1609904018.410228",1,"myfrance.xyz"
"http://myfrance.xyz/poll/3b76c7be-0542-462f-a01f-a79b729c75e7",URL,"1610333599.828958","1610333599.828958",1,"myfrance.xyz"
"http://myfrance.xyz/poll/448a0b0d-cc1e-4b58-9e82-6319ffd7a0a2",URL,"1610082618.931085","1610082618.931085",1,"myfrance.xyz"
"http://myfrance.xyz/poll/48927a7f-eed1-4105-881e-c6004eee0737",URL,"1610568783.841398","1610568783.841398",1,"myfrance.xyz"
"http://myfrance.xyz/poll/51c37011-5399-460f-8bb2-99d74b707f4e",URL,"1609470337.631506","1609470337.631506",1,"myfrance.xyz"
"http://myfrance.xyz/poll/51f561e2-2cc1-4cba-95e3-e54d91cc3155",URL,"1609383033.440414","1609383033.440414",1,"myfrance.xyz"
"http://myfrance.xyz/poll/551e7b7c-bc55-407b-8f2a-715cf784a99d",URL,"1610347142.022103","1610347142.022103",1,"myfrance.xyz"
"http://myfrance.xyz/poll/5a3734d7-d81d-4e49-8ec3-8f05fb8dea3f",URL,"1609500043.442931","1609500043.442931",1,"myfrance.xyz"
"http://myfrance.xyz/poll/6357cd53-cd9c-47da-9959-691cd9101a85",URL,"1610366616.136070","1610366616.136070",1,"myfrance.xyz"
"http://myfrance.xyz/poll/66a2a155-a5c1-4274-9e6c-6ad742ac2e74",URL,"1610345061.222362","1610345061.222362",1,"myfrance.xyz"
"http://myfrance.xyz/poll/677adc44-63b6-4e53-b435-707cee46fea6",URL,"1609737317.353338","1609737317.353338",1,"myfrance.xyz"
"http://myfrance.xyz/poll/6f239d66-7f5b-4c88-9844-39c0e81ff605",URL,"1609733284.160174","1609733284.160174",1,"myfrance.xyz"
"http://myfrance.xyz/poll/784343d0-2382-4ab0-8127-26abf6b85c91",URL,"1609859670.683251","1609859670.683251",1,"myfrance.xyz"
"http://myfrance.xyz/poll/7bf391f7-2ef2-4a94-ab53-708928c3332b",URL,"1609624444.060856","1609624444.060856",1,"myfrance.xyz"
"http://myfrance.xyz/poll/808236c3-e317-4373-96b4-eae69f1821cd",URL,"1609951622.967641","1609951622.967641",1,"myfrance.xyz"
"http://myfrance.xyz/poll/861f7748-e5d7-48bc-a222-b06b20af4d15",URL,"1609314920.277504","1609314920.277504",1,"myfrance.xyz"
"http://myfrance.xyz/poll/8c75ae06-c6ed-46f6-8ecd-96f0a204af6c",URL,"1609676973.298423","1609676973.298423",1,"myfrance.xyz"
"http://myfrance.xyz/poll/8f594101-8510-41eb-badb-a5ea6492e08f",URL,"1610159505.041615","1610159505.041615",1,"myfrance.xyz"
"http://myfrance.xyz/poll/93698688-fee6-4edc-b48e-d699b2bfcded",URL,"1609458323.558819","1609458323.558819",1,"myfrance.xyz"
"http://myfrance.xyz/poll/983e1fe4-dd88-40fb-b42c-58429f3a50f9",URL,"1609712020.395381","1609712020.395381",1,"myfrance.xyz"
"http://myfrance.xyz/poll/9861af47-5997-4b91-ba40-a37a8ecb4d6d",URL,"1609320555.303946","1609320555.303946",1,"myfrance.xyz"
"http://myfrance.xyz/poll/a0861455-54ea-4dba-bc1f-84381f8cd035",URL,"1609760201.210161","1609760201.210161",1,"myfrance.xyz"
"http://myfrance.xyz/poll/a685b132-f3a7-4641-8ab5-58e17418fcb4",URL,"1610598269.350796","1610598269.350796",1,"myfrance.xyz"
"http://myfrance.xyz/poll/ad4b1041-0611-4506-afc6-8f8e5f60188a",URL,"1610097127.300087","1610097127.300087",1,"myfrance.xyz"
"http://myfrance.xyz/poll/aeb11bc5-507d-438d-b141-2d60b27b0364",URL,"1610138511.097503","1610138511.097503",1,"myfrance.xyz"
"http://myfrance.xyz/poll/af22ed78-e9b4-480c-aba5-d4ace7070d6e",URL,"1609504455.677719","1609504455.677719",1,"myfrance.xyz"
"http://myfrance.xyz/poll/b07e0128-009a-4fe3-a7f8-67ca2ba79309",URL,"1609728557.050400","1609728557.050400",1,"myfrance.xyz"
"http://myfrance.xyz/poll/b185ffda-bbe4-42c0-b8a8-fbf277699eae",URL,"1609719432.300294","1609719432.300294",1,"myfrance.xyz"
"http://myfrance.xyz/poll/b69210ab-a5e4-4808-b368-221c6879f539",URL,"1610489619.548213","1610489619.548213",1,"myfrance.xyz"
"http://myfrance.xyz/poll/b86248a6-7bbf-4570-9a87-eff9ab4f974d",URL,"1610082075.008243","1610082075.008243",1,"myfrance.xyz"
"http://myfrance.xyz/poll/bffb5241-2d75-4bae-99fe-1339ce898a75",URL,"1610325520.297777","1610325520.297777",1,"myfrance.xyz"
"http://myfrance.xyz/poll/c0ee1b49-da8f-4824-b515-24223ff1da99",URL,"1609729087.528664","1609729087.528664",1,"myfrance.xyz"
"http://myfrance.xyz/poll/d46c585f-14da-42b6-9bec-d197b33d5f00",URL,"1609976717.631826","1609976717.631826",1,"myfrance.xyz"
"http://myfrance.xyz/poll/d56a8b8b-a78e-4706-be88-da1242ef5bf5",URL,"1609485117.883096","1609485117.883096",1,"myfrance.xyz"
"http://myfrance.xyz/poll/e6046757-7b9e-4871-9a12-ec734a6c8ee8",URL,"1609992887.637132","1609992887.637132",1,"myfrance.xyz"
"http://myfrance.xyz/poll/f00c28b7-edcd-42cc-a335-b1d3920dcc58",URL,"1609793805.270273","1609793805.270273",1,"myfrance.xyz"
"http://myfrance.xyz/poll/f3aae1b9-a838-46b1-aa4e-b06d4479d7a7",URL,"1610668843.564929","1610668843.564929",1,"myfrance.xyz"
"http://myfrance.xyz/poll/f5cafb8a-dc0a-41ac-afd3-60c3c9fcb536",URL,"1610340001.271037","1610340001.271037",1,"myfrance.xyz"
"http://myfrance.xyz/poll/f6e319f2-6f3f-4c7f-9509-8005a346f459",URL,"1610621056.111962","1610621056.111962",1,"myfrance.xyz"
"http://myfrance.xyz/poll/fce4b1ae-a513-4dac-8ac6-67469f805bd4",URL,"1610499504.705399","1610499504.705399",1,"myfrance.xyz"
"http://myfrance.xyz/poll/fff49a56-f066-4cca-a148-cf5381ef962d",URL,"1610321218.570486","1610321218.570486",1,"myfrance.xyz"
"http://pkgs.repoforge.org/rpmforge-release/rpmforge-release-0.5.3-1.el7.rf.x86_64.rpm",URL,"1664978167.424905","1664978167.424905",1,"repoforge.org"
"http://smtpxssssssss.3x.ro/v3.tgz",URL,"1638764453.087258","1638764453.087258",1,"3x.ro"
"http://strtbiz.site/poll/011e6059-393d-4fd7-91d2-dab51f1d6824",URL,"1610414156.435352","1610414156.435352",1,"strtbiz.site"
"http://strtbiz.site/poll/01a691f4-1e50-4566-a54b-a8e2fcb22dc6",URL,"1609725790.580151","1609725790.580151",1,"strtbiz.site"
"http://strtbiz.site/poll/11143cec-1bc5-4313-9da1-5e391b2b375f",URL,"1609810125.516285","1609810125.516285",1,"strtbiz.site"
"http://strtbiz.site/poll/199da413-2616-4ced-b43b-75ba11e43ee2",URL,"1609881396.137152","1609881396.137152",1,"strtbiz.site"
"http://strtbiz.site/poll/1e64c46c-4e0e-4c83-972f-8c90cfccf303",URL,"1609474534.649104","1609474534.649104",1,"strtbiz.site"
"http://strtbiz.site/poll/1f39229a-ae0d-45bf-a872-6e61d471f14c",URL,"1610639153.347046","1610639153.347046",1,"strtbiz.site"
"http://strtbiz.site/poll/2720ceea-e295-40c6-b33d-ec9ea3e8f6ea",URL,"1610504974.929571","1610504974.929571",1,"strtbiz.site"
"http://strtbiz.site/poll/2c3b7927-0b32-4dc9-a6d6-fec5159be429",URL,"1609714115.840971","1609714115.840971",1,"strtbiz.site"
"http://strtbiz.site/poll/2da51b55-dc2f-4483-b0d3-205f96b62633",URL,"1609897813.213974","1609897813.213974",1,"strtbiz.site"
"http://strtbiz.site/poll/442a32f5-d3db-4054-bffa-51a903ec4899",URL,"1609566265.100502","1609566265.100502",1,"strtbiz.site"
"http://strtbiz.site/poll/4922f544-b157-407e-ba54-b63053d02576",URL,"1609305751.574681","1609305751.574681",1,"strtbiz.site"
"http://strtbiz.site/poll/4d4156d6-0b4f-4846-b939-0416d9e5c9dd",URL,"1610335575.713042","1610335575.713042",1,"strtbiz.site"
"http://strtbiz.site/poll/561831e4-78d0-40d5-8a7a-2b7890538fde",URL,"1609721897.245210","1609721897.245210",1,"strtbiz.site"
"http://strtbiz.site/poll/5baf39d5-b4dd-4242-8ca1-9cae46c97794",URL,"1609877668.811805","1609877668.811805",1,"strtbiz.site"
"http://strtbiz.site/poll/5cd193bc-88ce-499f-9a0f-4eafe19632f0",URL,"1609824095.626588","1609824095.626588",1,"strtbiz.site"
"http://strtbiz.site/poll/672881a5-4bff-4619-8e2d-c0979551009e",URL,"1610590200.459795","1610590200.459795",1,"strtbiz.site"
"http://strtbiz.site/poll/6868b95d-0437-404a-ad57-072a88540024",URL,"1610056843.676710","1610056843.676710",1,"strtbiz.site"
"http://strtbiz.site/poll/6b6ffb3f-792c-4462-a9c8-e7805c9e6e60",URL,"1609887913.840253","1609887913.840253",1,"strtbiz.site"
"http://strtbiz.site/poll/71738b0e-54bd-4ef4-85f7-88031c2db1af",URL,"1609908545.176281","1609908545.176281",1,"strtbiz.site"
"http://strtbiz.site/poll/7ebd18ea-ff34-4d23-b950-0893a9838e7f",URL,"1610574934.263587","1610574934.263587",1,"strtbiz.site"
"http://strtbiz.site/poll/8544395a-d7f0-4172-8b87-c6d2d9dde424",URL,"1610650804.241387","1610650804.241387",1,"strtbiz.site"
"http://strtbiz.site/poll/8eb9af45-0eb2-4a8c-9ede-11c02ba22b48",URL,"1609880734.687706","1609880734.687706",1,"strtbiz.site"
"http://strtbiz.site/poll/91f1151e-3988-4191-99ea-596de20d5b43",URL,"1609316776.431624","1609316776.431624",1,"strtbiz.site"
"http://strtbiz.site/poll/951bfb32-d3b5-416e-a225-61cae7720994",URL,"1610666121.866672","1610666121.866672",1,"strtbiz.site"
"http://strtbiz.site/poll/a2eddb56-cdc9-4401-a306-9dd5c104e616",URL,"1609876413.404680","1609876413.404680",1,"strtbiz.site"
"http://strtbiz.site/poll/abe46a96-7f67-4137-9eaf-0b62de419bfe",URL,"1610250575.111584","1610250575.111584",1,"strtbiz.site"
"http://strtbiz.site/poll/b9e5bdd8-84c7-4664-90a0-03a97a432076",URL,"1610398615.829170","1610398615.829170",1,"strtbiz.site"
"http://strtbiz.site/poll/b9f2476e-5f39-47f6-a831-1a906cbc3262",URL,"1609734934.568600","1609734934.568600",1,"strtbiz.site"
"http://strtbiz.site/poll/ba0cfbf9-c109-4fe7-b3dd-8334d686c8ab",URL,"1609410586.206012","1609410586.206012",1,"strtbiz.site"
"http://strtbiz.site/poll/bbfe5887-74f8-48b8-9a76-72c5dac26256",URL,"1610029489.426388","1610029489.426388",1,"strtbiz.site"
"http://strtbiz.site/poll/bc6218d4-bb18-49b7-9df8-ef12eaccd70b",URL,"1610428149.909505","1610428149.909505",1,"strtbiz.site"
"http://strtbiz.site/poll/bfdab282-40a3-4f02-ae26-089dab01baec",URL,"1610137794.126420","1610137794.126420",1,"strtbiz.site"
"http://strtbiz.site/poll/c3757713-2c9e-4987-b692-42a3719731d7",URL,"1610656287.108623","1610656287.108623",1,"strtbiz.site"
"http://strtbiz.site/poll/c48c4b4f-673d-4eeb-909c-b3f56a4107c5",URL,"1610097839.637940","1610097839.637940",1,"strtbiz.site"
"http://strtbiz.site/poll/c4c6d6fc-331e-44f3-b5bc-cee16b32d4f3",URL,"1610495690.934081","1610495690.934081",1,"strtbiz.site"
"http://strtbiz.site/poll/ccab8769-b343-47b8-ac62-a73841315a9b",URL,"1610499874.724699","1610499874.724699",1,"strtbiz.site"
"http://strtbiz.site/poll/d2a275b2-745d-443e-bcda-83ae290ea76c",URL,"1609196172.425101","1609196172.425101",1,"strtbiz.site"
"http://strtbiz.site/poll/d2a71da3-f034-413a-8f11-dd36d75d2401",URL,"1609485335.575602","1609485335.575602",1,"strtbiz.site"
"http://strtbiz.site/poll/d8d0f2b7-d291-4386-b0a2-e1e4cddc912b",URL,"1610589934.807656","1610589934.807656",1,"strtbiz.site"
"http://strtbiz.site/poll/e11b02e8-f300-4d4c-a5b2-b553f6f2cf09",URL,"1610665683.766653","1610665683.766653",1,"strtbiz.site"
"http://strtbiz.site/poll/e2ff6716-2c4b-4a16-bc91-0e636f108930",URL,"1610578933.827764","1610578933.827764",1,"strtbiz.site"
"http://strtbiz.site/poll/e437ad5a-b2db-41cf-a76f-07ec40727a6a",URL,"1610485095.642706","1610485095.642706",1,"strtbiz.site"
"http://strtbiz.site/poll/eca356c3-fd37-4c59-9218-1893e6793ba9",URL,"1609455988.410688","1609455988.410688",1,"strtbiz.site"
"http://strtbiz.site/poll/ed838c1e-0772-4b8b-a9bf-ae264b31e71a",URL,"1610410308.874025","1610410308.874025",1,"strtbiz.site"
"http://strtbiz.site/poll/f77a796f-3d61-4860-a9db-45f9f93c8778",URL,"1610569020.594020","1610569020.594020",1,"strtbiz.site"
"http://strtbiz.site/poll/faa1b3f5-c80a-4a33-8640-234b8bbc5249",URL,"1610344435.934752","1610344435.934752",1,"strtbiz.site"
"http://x.fanny.network/huh.sh",URL,"1657328407.097245","1657328261.803099",1,"fanny.network"
"https://ipinfo.io/org",URL,"1681673338.813894","1681642741.532922",1,"ipinfo.io"
"https://transfer.sh/aeyfY/miner.zip",URL,"1621711457.089963","1621711457.089963",1,"transfer.sh"
"https://winrar.clan.su/autobnc.tar",URL,"1661692070.540267","1661692070.540267",1,"clan.su"
